x,log2_Naive_2157A,log2_Naive_2157C,log2_Naive_2157B,log2_Memory_1962B,log2_Memory_1635B,log2_Memory_1655D,log2_DN_1655B,log2_DN_1962A,log2_DN_1716A,log2_SP_1716B,log2_SP_1944B,log2_SP_1655C,log2_DP_1635A,log2_DP_1944A,log2_DP_1655A,"anova_fdr_pvals min(anova_raw_vals,anova_log2_vals)","fold_change (min (max (mean_fc), max(median_fc))",rank_anova,rank_fc,ave_rankings,cluster
S100A4,4.4057,4.5355,4.3923,12.3662,12.3605,12.8797,10.9786,12.1947,12.1304,13.0414,13.3023,13.2154,13.4411,13.2392,13.3587,0.011341848,2.343175378,1204,1771,1487.5,2
S100A8,4.7437,4.7644,4.7042,7.6746,4.3923,7.7848,6.2757,4.3923,6.0168,6.1594,7.4907,6.8089,8.9617,7.7439,6.8444,0.130578095,3.346847818,2787,874,1830.5,2
S100A9,5.339,5.0813,4.9941,8.366,4.3923,8.9926,7.2668,4.3923,7.3656,7.3791,8.7083,7.803,10.1416,8.7816,7.8405,0.187789086,2.869800479,2915,1185,2050,2
S1PR1,11.6081,11.9085,11.7453,10.4847,9.6288,9.1846,10.2822,9.5081,10.5514,4.3923,7.1646,7.9885,8.8739,7.2635,8.1963,0.039112358,8.355176387,2078,165,1121.5,3
S1PR4,11.8327,11.6899,11.7767,10.5586,10.2229,10.0835,10.5021,10.449,10.6635,9.0628,9.4967,9.635,9.6824,9.6016,9.6176,0.00577934,2.008860751,665,2561,1613,3
SAG,6.8204,6.5227,6.6019,5.5769,5.9839,4.3923,4.854,5.8916,6.6885,6.8366,7.4384,7.5434,7.2126,7.1534,7.719,0.08833116,2.644824972,2592,1383,1987.5,1
SAMD10,7.33,7.2867,7.0205,6.1455,6.2393,6.3743,6.6162,6.9576,7.0816,7.2412,7.7394,7.1883,5.3699,4.3923,6.3346,0.044832596,3.625822575,2176,761,1468.5,8
SAMD9L,9.6826,9.6312,9.7968,9.418,9.6108,9.446,10.1072,9.7936,9.6371,9.1235,8.7668,8.5224,8.1569,8.2699,8.3302,0.008183472,2.881377412,884,1173,1028.5,4
SAMHD1,11.8145,11.7974,11.8694,11.6686,11.7855,11.7751,11.8447,11.9204,11.7922,11.2334,10.9611,11.1553,10.9595,11.1925,10.9748,0.004464734,1.750120834,499,2720,1609.5,4
SAMSN1,6.7528,6.9442,6.9337,9.3112,9.1051,9.062,9.6261,9.5801,9.9578,10.9863,11.1852,11.1615,11.2289,11.1278,11.2678,0.002188377,2.787671799,217,1258,737.5,2
SAR1A,11.5993,11.3044,11.4317,11.0156,11.0213,10.8111,10.8532,10.7871,10.802,11.287,11.2346,11.3014,11.4184,11.5284,11.5397,0.001449299,1.604871553,125,2827,1476,9
SAT1,10.8677,10.571,10.4577,11.1302,11.0774,11.3204,11.0105,10.8531,10.8653,11.6006,11.5776,11.5336,11.687,11.5151,11.4868,0.004280324,1.579755227,474,2845,1659.5,2
SATB1,12.001,12.1566,12.0093,11.4361,11.3364,10.8939,12.0374,11.7336,11.9733,10.9615,11.2093,11.1195,10.7785,10.6318,11.0451,0.009189016,2.132100545,1012,2181,1596.5,3
SBK1,8.7158,8.7979,8.618,7.9127,7.8753,7.5878,8.2108,7.7645,7.761,6.1998,5.6653,5.1488,4.6701,5.3754,4.4241,0.00675466,8.516585324,770,158,464,4
SCARB1,6.0311,5.7178,5.9893,8.6636,9.0051,9.6843,6.484,8.435,7.3552,6.7497,5.6073,4.8649,6.8037,5.5052,4.3923,0.217670028,3.405004904,2945,850,1897.5,5
SCARB2,9.4613,9.9098,9.4861,9.1782,9.2963,9.5351,9.7649,9.9236,9.9286,8.1291,8.3579,8.6304,9.5238,9.4258,9.3859,0.002428821,2.809078994,251,1239,745,3
SCD2,8.1704,7.6671,7.8674,8.961,8.429,10.1388,9.1676,9.935,10.1086,10.7913,11.1276,10.9529,11.4938,11.0529,11.2495,0.021053784,2.488665965,1596,1570,1583,2
SCG5,9.5908,9.6331,9.5744,10.164,10.3548,9.8528,9.8996,9.4138,9.461,9.6229,9.1926,9.6869,7.3902,8.6235,8.3183,0.04071531,2.474666987,2106,1592,1849,4
SCML4,10.9741,11.1212,11.1995,9.4335,9.804,9.3058,8.9942,9.3016,9.5118,7.5271,7.2216,8.1411,7.3449,7.0231,7.5352,0.011475303,3.899548703,1212,666,939,3
SCP2,10.8838,10.5997,10.774,11.4795,11.5471,11.5951,11.0959,11.1149,11.1145,11.0094,11.0626,10.9785,10.578,10.4018,10.5981,0.002916244,1.450749388,322,2932,1627,5
SCPEP1,6.8878,6.7765,7.0819,7.5656,8.6067,9.5518,8.8715,9.8978,9.3048,8.5675,8.4126,7.933,7.7949,7.2782,7.5038,0.022413973,3.498550054,1647,813,1230,5
SCYL2,9.1155,9.1877,9.1638,8.9313,8.5747,8.4963,7.6595,7.1832,7.9736,8.6978,9.1106,8.8935,8.9288,8.5421,8.9996,0.020948702,2.417412994,1594,1658,1626,9
SDC1,5.999,5.8889,5.7821,6.9802,7.0143,7.8913,5.1435,6.5721,6.5852,6.8239,7.6275,6.819,8.0762,7.3073,8.0419,0.091675932,2.788570388,2615,1257,1936,2
SDC4,4.7256,4.6865,4.655,8.5473,8.5059,10.7655,9.097,10.4763,9.7455,8.694,8.5944,7.7972,10.3464,9.4355,8.6703,0.173675157,2.223980047,2886,1991,2438.5,2
SDCBP2,6.5152,6.0928,6.5696,5.8917,6.9718,4.8125,4.3923,6.0738,6.458,9.149,9.2377,9.3118,9.348,9.4225,9.6044,0.001314489,10.32564445,103,103,103,1
SDCCAG10,8.1342,7.9595,8.0078,7.7584,7.8129,7.8127,7.3519,7.3199,6.9003,8.4473,8.4191,8.121,7.9218,7.8213,8.0577,0.012211138,2.149502734,1262,2132,1697,10
SDCCAG3,9.2711,9.6486,9.6438,8.3136,7.8828,7.8151,8.1426,9.0775,9.1293,7.4791,8.1395,7.8394,8.0693,7.9107,8.0134,0.100619731,2.010162613,2668,2554,2611,3
SDF4,11.8196,11.7458,11.7166,11.4268,11.5052,11.3966,11.6742,11.7725,11.8536,12.6845,12.7268,12.7868,12.6257,12.6507,12.678,0.000875291,1.937925897,56,2611,1333.5,1
SDPR,4.3923,4.3923,4.3923,4.3923,4.3923,4.7583,5.1415,4.3923,5.1907,5.2813,6.1778,5.3633,7.4647,6.245,5.6509,0.143528269,2.182238885,2830,2070,2450,1
SEC11A,12.1404,12.0475,12.1684,11.831,11.7249,11.446,12.4128,12.0313,12.0959,11.4362,11.2865,11.1672,11.0606,11.0827,11.14,0.005756296,2.018880119,661,2520,1590.5,3
SEC23A,8.2843,8.4408,8.3065,8.8182,8.9003,8.9709,8.6217,8.7676,8.941,9.2392,9.458,9.4218,9.805,9.5635,9.8657,0.009466542,1.958067346,1064,2598,1831,2
SECTM1A,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,5.3094,6.4655,6.6772,7.414,4.8782,5.3893,4.3923,0.024237786,4.554727217,1712,505,1108.5,1
SELL,13.3545,13.443,13.5095,11.9846,12.0008,12.1444,12.2007,12.6732,12.6821,8.9098,10.4082,10.5764,10.1659,9.7828,10.3929,0.00719616,5.293928366,803,376,589.5,3
SELM,4.5181,4.3923,4.3923,6.0978,5.2216,6.6657,4.9144,5.5002,5.819,6.2097,6.2151,6.8734,7.5839,7.4406,6.8261,0.026369562,3.693918298,1785,739,1262,2
SEMA4B,9.6734,9.795,9.561,9.8865,10.2877,10.3428,10.1605,10.4621,9.9864,9.1539,8.4627,8.0937,6.029,7.6161,7.6259,0.009698212,5.858501568,1088,317,702.5,4
SEMA4C,4.3923,4.4047,4.4124,4.3923,4.3923,6.4229,6.0946,4.3923,4.3923,9.2777,8.849,8.5211,8.755,8.567,8.3453,0.008472604,13.47355538,934,62,498,1
SEMA4F,11.1169,10.9951,10.819,9.3002,8.9061,8.8056,9.9007,9.4659,9.6205,7.8744,7.634,7.7013,7.7455,7.606,7.0076,0.00451374,4.055838555,514,620,567,3
SEMA6D,4.5,4.5605,4.3923,4.7711,5.8253,4.7782,4.3923,4.4888,5.5468,6.3631,7.1442,7.1044,7.6726,7.5654,8.1016,0.010692306,7.627545188,1160,196,678,1
SEPHS1,9.32,9.3206,9.1409,9.3255,9.3285,9.2962,8.7966,9.0217,9.0677,9.5958,9.6593,9.7673,9.7203,9.777,9.7621,0.004049314,1.671852512,452,2778,1615,1
SEPN1,4.8816,5.1243,5.1539,7.4272,6.7571,5.9158,7.2933,5.5953,6.5944,7.0587,6.8386,7.3891,7.8811,8.0047,7.706,0.062842931,2.337100338,2393,1783,2088,2
SEPP1,11.4877,11.7029,11.4289,11.6308,11.7205,11.5264,11.3734,11.1977,11.322,10.5221,10.4086,10.6497,10.5969,10.7375,10.7778,0.005637777,1.705054945,652,2754,1703,4
4-Sep,6.5126,6.6468,6.6022,7.0782,7.865,7.1813,6.5317,6.7404,5.5424,5.6754,5.3848,6.9977,7.8174,8.9135,7.3327,0.09377453,3.978139779,2629,647,1638,7
8-Sep,6.2941,6.1229,6.3282,5.7824,5.4107,5.7926,5.9557,6.2716,5.8716,5.3069,5.4345,4.875,5.0003,4.3923,4.3923,0.020717553,2.744342176,1585,1280,1432.5,4
SERINC5,6.3767,6.5916,6.3097,7.0607,7.8002,8.2128,6.9214,7.9594,7.1349,6.4399,5.5303,4.8286,4.3923,4.3923,4.3923,0.017679645,6.977515496,1477,231,854,4
SERP1,10.0471,10.3159,10.4962,10.6289,10.5837,10.8544,11.1028,11.3604,11.2715,10.3946,10.3899,10.341,10.5453,10.4517,10.4751,0.002367024,1.832667325,243,2668,1455.5,6
SERPINA3G,4.3923,4.3923,4.3923,8.367,8.0223,9.3064,6.894,8.7194,9.0257,10.9988,11.254,11.1363,11.2782,11.0777,11.1948,0.002395797,5.572137727,248,350,299,2
SERPINB1A,4.4959,4.3923,4.3923,7.2114,7.0312,7.6684,4.5115,6.2085,6.6281,6.9923,7.7858,7.6718,6.2766,5.9762,5.5068,0.060324231,3.000334023,2367,1082,1724.5,2
SERPINB6A,7.5125,7.1132,7.3849,8.4183,8.5745,8.9257,4.4802,8.3582,8.9071,10.4139,10.7596,10.7041,10.9538,10.746,11.0322,0.005901972,6.059878578,679,298,488.5,1
SERPINB6B,7.0952,7.2604,7.1779,10.4179,10.4995,11.0866,9.437,10.3395,10.0722,11.7426,11.9334,11.6268,12.0654,11.8699,12.0547,0.003772873,3.954528184,420,650,535,2
SERPINB9,7.2373,7.6436,7.6041,8.7793,7.9276,9.3498,9.1029,9.2929,9.6801,10.9626,11.2293,11.0151,11.4426,11.1232,11.3658,0.003339855,3.835507216,368,685,526.5,2
SERPINB9B,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,5.5058,8.6499,10.33,10.8011,10.704,12.1695,11.9967,12.0646,0.00093782,27.89430772,65,16,40.5,1
SERPINE2,4.3923,4.3923,4.3923,6.2075,6.0299,6.3579,6.2876,6.4243,6.7144,8.9957,9.2627,8.8614,9.7979,9.7254,9.8843,0.000695048,10.07003709,33,107,70,2
SERPINI1,8.6407,8.3269,8.4035,8.6756,8.2803,8.3297,9.0517,8.2305,8.2875,7.5113,6.9076,6.0022,7.5272,7.069,6.822,0.062405121,2.615818699,2387,1413,1900,4
SESN3,10.9645,10.8528,10.9378,9.798,9.8269,9.3174,10.5702,9.999,10.0173,10.0532,9.6893,9.5818,8.6396,8.7823,8.3739,0.010994655,2.602602264,1177,1431,1304,3
SESTD1,4.3923,4.3923,4.3923,5.0143,5.36,5.2142,4.4724,4.8591,4.8278,5.3735,5.5704,6.1211,6.35,6.835,6.052,0.020313557,2.940474919,1569,1129,1349,2
SETD5,9.6655,10.1451,9.7217,8.6683,8.4405,8.5327,8.5248,8.4132,8.0709,9.5162,9.519,9.1542,8.663,9.1467,8.5668,0.032966251,2.084583216,1967,2307,2137,9
SETDB2,8.5242,8.0723,8.4029,7.6796,7.7321,7.4821,8.6957,8.3949,8.3964,7.7195,7.5502,7.3942,7.3434,7.3262,7.4764,0.005350913,2.081480113,633,2319,1476,3
SF3A2,9.6922,9.5396,9.7359,9.9403,9.5971,9.4547,9.6189,9.8282,10.3574,7.9038,9.6413,9.3351,8.7894,7.5538,9.2173,0.187650357,2.056931893,2914,2397,2655.5,4
SFPI1,5.5729,5.6138,5.4036,7.7799,7.621,8.2397,4.7275,6.0031,5.1314,4.5652,4.3923,4.3923,6.7338,6.3949,4.7935,0.174685362,3.435553156,2891,834,1862.5,7
SFRP2,5.7255,5.3286,5.3607,4.3923,4.3923,4.3923,6.4455,5.9824,5.9716,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,0.001708214,3.111119497,164,1006,585,3
SGIP1,4.3923,4.3923,4.3923,6.8879,4.3923,4.3923,9.3992,8.2284,8.2897,7.2063,4.3923,4.3923,4.3923,4.3923,4.3923,0.02821574,15.59649885,1831,44,937.5,6
SGK3,9.3089,9.3751,9.0682,9.3051,9.431,10.1438,7.6146,8.8284,7.7196,6.6683,4.3923,5.8455,7.6084,7.3597,6.1328,0.1029404,3.712865269,2681,733,1707,3
SGMS1,9.245,9.2666,9.216,9.0538,9.2624,9.5596,8.9104,8.9176,8.5373,7.8977,7.5715,7.1325,7.207,6.3342,6.8284,0.01053027,3.932090391,1152,654,903,4
SGMS2,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.4216,4.3926,5.3607,4.6923,6.5811,5.4492,5.0163,0.136965477,2.13449818,2809,2173,2491,1
SGOL2,5.2452,5.5882,5.4979,5.2435,4.3923,5.7875,5.3173,6.1974,6.7934,7.4433,7.9501,7.8314,8.1946,7.8154,8.1017,0.020365508,3.571425057,1571,778,1174.5,1
SGPP1,9.8908,10.2324,9.9863,9.7119,9.8396,9.8844,9.978,10.0124,9.9498,9.2383,9.1863,9.2028,9.5865,9.7039,9.5403,0.001470308,1.707647279,128,2753,1440.5,3
SGSM2,6.1589,6.0825,6.104,5.153,5.5503,5.3837,5.4848,5.6442,5.3714,6.1395,6.1665,5.8457,4.865,4.85,5.415,0.027418743,2.015770241,1806,2532,2169,8
SGTB,6.3404,6.2768,6.3716,6.3335,6.3699,6.3117,6.89,6.4705,6.3535,6.2136,5.7589,5.8816,5.1439,5.2312,4.5417,0.017458502,2.551948025,1467,1501,1484,4
SH2D2A,9.4706,9.5917,9.4559,10.3047,9.9267,9.2704,11.162,10.7862,11.0396,11.433,11.5399,11.5183,11.6932,11.6643,11.7215,0.008409896,1.573363248,923,2848,1885.5,2
SH2D5,6.0172,5.6589,5.4616,6.4256,6.7176,6.3672,6.0961,5.7382,4.4002,5.97,4.3923,6.2513,7.412,8.0425,7.059,0.064454566,3.232347805,2405,944,1674.5,7
SH3BGR,4.6988,4.7786,4.8531,4.5657,5.1202,6.657,5.9057,7.1769,6.4314,4.7708,4.3923,4.3923,4.3923,4.3923,4.3923,0.011658493,4.265200634,1226,560,893,6
SH3BGRL,9.8107,10.0387,9.8641,10.8228,10.7108,11.2409,10.2004,10.3005,9.8801,11.6211,11.5437,11.3015,11.5957,11.3408,11.3498,0.004957559,2.538580535,572,1517,1044.5,2
SH3BGRL2,4.7805,4.8327,4.5697,5.4979,5.5567,4.9278,6.2999,5.6234,5.5178,5.0022,4.3923,4.3923,4.3923,4.3923,4.3923,0.021834244,2.414753043,1626,1663,1644.5,5
SH3BP5,10.7167,10.6531,10.7502,9.5523,8.8443,8.8056,10.1216,9.9721,10.2899,7.1349,8.1591,8.5144,8.6062,7.3338,8.53,0.006913777,3.907649481,787,664,725.5,3
SH3RF1,6.7904,6.4944,6.5532,7.9749,8.1978,8.5956,6.8815,8.1228,8.4261,8.8355,9.1616,9.392,9.4116,9.1066,9.208,0.04884819,2.125814355,2231,2191,2211,2
SHB,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,5.4083,5.5988,5.2572,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,0.002074738,2.073423952,204,2341,1272.5,6
SHCBP1,4.6038,4.5403,4.7107,6.1626,6.1459,7.6976,5.8392,7.6157,7.754,8.1126,8.6794,8.4864,8.7572,8.2106,8.6281,0.091580606,2.022440552,2614,2505,2559.5,2
SHISA2,4.3923,4.3923,4.3923,4.9455,4.4311,4.3923,6.312,5.5086,5.9848,5.5968,5.1335,6.1532,4.5968,5.4627,4.3923,0.149362196,2.147270015,2844,2136,2490,6
SHMT1,8.8988,8.9367,9.0685,9.3248,9.2381,8.6844,9.146,8.5967,9.0922,7.68,7.4445,8.4522,8.5609,9.043,8.5802,0.080608358,2.059791967,2533,2386,2459.5,4
SIAH1A,10.6598,10.5841,10.588,10.081,9.8864,9.0271,10.6012,9.7548,10.0636,9.2325,8.9277,9.0306,8.5274,8.7512,8.7815,0.01581154,2.487043223,1406,1572,1489,3
SIDT1,11.6456,11.6593,11.7692,9.9602,9.5366,9.2046,9.4292,8.8014,9.3606,7.0809,8.0694,8.0147,7.8948,7.2598,7.8049,0.028031511,2.925376914,1821,1142,1481.5,3
SIGLEC5,4.3923,4.3923,4.3923,4.3923,4.8079,4.3923,4.3923,4.3923,4.562,6.4546,6.9754,6.6995,5.3857,5.2392,6.5572,0.019122781,5.021836575,1535,421,978,1
SIGLECH,5.8894,5.9911,5.8505,4.3923,9.5798,10.9851,10.198,11.9482,11.248,9.2356,8.6439,8.744,7.7587,8.6261,8.6395,0.022088625,6.168565181,1634,283,958.5,5
