x,log2_Naive_2157A,log2_Naive_2157C,log2_Naive_2157B,log2_Memory_1962B,log2_Memory_1635B,log2_Memory_1655D,log2_DN_1655B,log2_DN_1962A,log2_DN_1716A,log2_SP_1716B,log2_SP_1944B,log2_SP_1655C,log2_DP_1635A,log2_DP_1944A,log2_DP_1655A,"anova_fdr_pvals min(anova_raw_vals,anova_log2_vals)","fold_change (min (max (mean_fc), max(median_fc))",rank_anova,rank_fc,ave_rankings,cluster
GLTP,10.3522,10.2654,10.3141,11.4607,11.702,11.771,11.6016,11.6225,11.4809,11.2278,11.0464,11.1262,10.9747,11.0164,11.0122,0.005055701,1.48316802,577,2916,1746.5,5
GM10063.GM12334.GM5462.GM6646.GM7567.GM9153.LOC100038978.LOC676277.LOC676774.RPS12,6.4654,6.3815,6.394,5.9434,6.0254,5.8663,5.8836,5.8585,5.8856,5.5516,5.4418,5.6343,6.0034,6.1528,6.0598,0.006822207,1.43149852,781,2946,1863.5,3
GM10196.GM5623.RPS15A,5.7968,5.9268,5.805,5.2934,5.2899,4.5899,5.0797,4.3923,4.3923,6.1747,5.7983,5.9238,5.4925,5.7543,5.6998,0.017768074,2.548761607,1481,1505,1493,9
GM10392,5.5965,5.8603,5.6744,5.2903,5.2109,4.7643,5.4597,5.0764,5.2779,4.8643,4.8764,4.8339,4.3923,4.4333,4.5114,0.008103574,1.819310494,877,2676,1776.5,3
GM10397,8.8509,9.2134,8.9991,9.8285,10.0087,10.3332,9.0468,9.7315,9.8222,10.2396,10.4875,10.54,10.9159,10.7265,10.8872,0.011567398,2.229339888,1219,1980,1599.5,2
GM10421,5.6899,5.7666,5.6709,5.2452,5.0344,5.1776,5.3353,5.1895,5.2817,4.7783,4.8041,4.8149,5.3467,5.2798,5.1635,0.006135333,1.400370048,705,2967,1836,3
GM1060,6.209,6.2123,6.2891,6.4541,6.121,5.9617,6.9818,6.7315,7.1056,4.3923,4.6075,5.0746,5.6165,5.4092,5.3862,0.003470194,4.829178925,379,453,416,3
GM10638,5.6592,5.829,5.4324,4.8348,5.0032,4.4889,4.8368,4.7586,4.8127,4.3923,4.3923,4.3923,4.3923,4.5319,4.3923,0.004567946,1.345826249,525,3008,1766.5,3
GM10693.GM15448.LILRB3.PIRA1.PIRA11.PIRA2.PIRA3.PIRA4.PIRA6.PIRA7,4.3923,4.3923,4.3923,4.3923,5.9435,6.8294,5.8362,7.6605,6.6374,5.7685,4.3923,5.2403,5.1103,6.3815,5.3892,0.184667845,2.678210276,2911,1345,2128,5
GM10726,4.6131,4.6483,4.6457,5.1955,5.4231,5.2811,5.3533,5.2493,5.127,5.0955,5.0703,4.8984,4.3923,4.3923,4.3923,0.003498912,1.847619209,385,2657,1521,5
GM10786,5.88,6.5233,6.0984,8.2548,8.5702,8.0513,7.6652,7.8918,8.2763,9.293,9.6255,9.3666,9.9055,9.7538,10.224,0.005135366,4.033988606,591,627,609,2
GM10883,6.6391,6.564,7.3936,12.2299,12.0056,13.0648,4.3923,10.515,7.8222,4.3923,4.3923,4.3923,10.9689,7.3493,4.3923,0.385976127,11.26553009,2994,90,1542,5
GM10883.GM1420.GM7202.IGK.IGK.C.IGK.V28.LOC100047628,5.5318,6.2369,6.6009,12.0598,11.8425,12.7475,6.063,10.4839,9.1847,4.3923,6.8236,4.3923,10.6329,7.801,4.3923,0.366155975,13.64558751,2990,59,1524.5,5
GM11110,6.9015,7.0628,6.8539,7.4339,7.4917,7.4437,6.0132,6.8324,7.3083,8.1527,8.5958,8.4256,7.4486,7.0138,7.856,0.031267805,3.030415493,1924,1055,1489.5,10
GM11346,10.609,10.6949,10.5893,9.2827,9.2294,8.7533,9.4831,8.5102,8.4383,7.2739,4.3923,4.3923,4.3923,4.3923,4.3923,0.025849441,18.18001856,1767,34,900.5,3
GM11428,5.2053,5.0911,5.4908,7.7885,7.4822,9.1583,4.6879,7.4239,5.6341,5.5213,4.3923,4.3923,8.3848,7.5615,5.6468,0.200091581,6.714652192,2928,247,1587.5,7
GM11663.GM2992.GM7862.HMGN1,12.6879,12.6798,12.6988,12.332,12.2174,12.21,12.4337,12.2882,12.3277,11.5619,11.4857,11.5338,11.3611,11.3833,11.1732,0.00135134,1.954594046,108,2600,1354,3
GM11696,6.5156,6.3284,6.014,4.4808,4.3923,4.3923,5.789,5.5107,5.6578,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,0.000801751,2.472838314,46,1594,820,3
GM11744,5.4212,5.4497,5.4549,4.9948,5.0439,5.064,5.1115,5.2265,5.2559,4.4122,4.4392,4.6015,4.6754,4.8043,4.6427,0.005230646,1.6685526,610,2779,1694.5,3
GM12397.KDM2B,8.1226,7.9966,7.9525,9.046,9.1189,9.1076,8.4782,8.6634,9.088,9.6224,10.0176,9.7557,10.1595,9.7886,10.3557,0.01773251,2.559257207,1480,1490,1485,2
GM14057.PPP1R14C,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.7187,4.3923,4.9853,5.0201,5.6263,4.9904,5.987,5.336,5.9155,0.073748689,2.12057828,2477,2214,2345.5,1
GM14288,5.0716,5.4135,5.0386,4.7689,4.5183,5.4501,4.3923,4.9814,5.382,5.2828,5.8913,5.8869,6.5181,6.1473,6.4264,0.030245462,2.689609979,1904,1336,1620,1
GM14446,9.1858,9.4991,9.8284,8.2156,9.0029,8.6927,9.0874,9.6628,9.5201,6.9659,6.5909,7.9191,5.7771,7.7171,7.6342,0.015145765,4.529985983,1366,512,939,3
GM15506,7.3469,7.8398,7.7734,4.3923,6.2937,6.4355,6.4395,6.304,4.7538,8.3202,7.5614,6.8848,6.1404,6.9269,6.5376,0.130503621,2.408502672,2786,1674,2230,9
GM16489,7.661,7.7416,7.5474,5.4662,5.424,4.9685,5.6994,5.5182,5.8099,4.3923,4.543,4.9208,4.6347,4.8434,4.8552,0.011036544,2.107358477,1183,2245,1714,3
GM2614.GM5215.GM7780.RPS17,9.9009,9.4398,9.6551,7.4811,8.0064,7.2674,8.0786,8.533,8.5993,6.4641,4.7426,8.1613,8.2387,9.0105,8.1096,0.170154749,2.738888368,2878,1285,2081.5,3
GM2643.LOC100047186,7.1507,6.6479,6.9158,6.3851,6.3404,6.0062,7.6375,7.2916,7.4416,6.5539,6.5823,6.5508,6.11,5.9144,6.1475,0.002367024,2.538977955,245,1516,880.5,8
GM2648.GM5481.GM6109.GM6570.GM7429.GM9703.RPL30,8.2365,8.2282,8.0378,8.2797,8.3611,7.7,8.8,8.5386,8.9074,7.0568,7.4669,7.7191,7.4437,7.6074,7.9386,0.01288986,2.500656391,1287,1553,1420,4
GM3626,6.061,6.1516,5.9287,6.6631,5.4952,4.5713,8.28,7.2249,7.2473,6.9214,5.9319,5.6275,5.5646,5.5009,4.3923,0.043448247,3.408455994,2153,846,1499.5,6
GM4814,5.7132,5.261,5.3768,6.6858,6.4409,6.3299,5.6473,5.1796,5.8941,4.3923,4.3923,4.8764,5.0779,4.8971,4.7276,0.046638522,2.089018071,2200,2297,2248.5,5
GM5113,4.7921,5.1455,4.9651,5.3244,5.6992,4.9863,4.6504,4.3923,4.3923,4.3923,4.3923,4.6873,5.911,6.8149,5.4423,0.029492881,2.958538698,1880,1112,1496,7
GM5188,7.6243,7.3576,7.5796,6.9807,7.239,7.3597,7.7658,7.7673,7.1571,9.1703,9.2921,8.5278,8.3473,7.8321,8.7797,0.054584494,2.654935204,2305,1376,1840.5,1
GM5547,6.6361,6.0734,6.4768,4.3923,5.9589,7.5721,7.7753,9.1738,8.4714,7.3173,6.6584,6.8704,6.3672,7.1292,7.1033,0.051448605,3.051243427,2261,1039,1650,6
GM5617,6.1316,5.7373,5.7461,6.3244,6.3355,6.6119,6.6198,6.9617,6.9147,5.9432,6.4551,5.7581,5.4209,4.4769,5.727,0.029212149,2.859697226,1870,1193,1531.5,5
GM568,5.7947,6.1262,5.9573,6.2225,6.4509,6.3114,6.2764,6.2119,5.865,5.4739,4.791,4.7355,5.1108,5.5559,5.3457,0.038441989,2.160676156,2071,2119,2095,4
GM5785.LOC100047799,6.2768,6.2108,6.2452,4.3923,4.8379,5.8717,6.4771,7.5803,7.18,5.7861,5.7436,5.9858,5.4547,5.8174,5.913,0.03233785,2.657979123,1951,1373,1662,6
GM5817,5.7384,5.8567,5.9482,4.9656,4.9948,5.1639,6.2898,6.002,5.6586,5.5174,4.9397,4.5313,4.5085,4.5534,4.3923,0.027269749,2.899039565,1804,1164,1484,3
GM6194.TMEM189,8.5563,8.4166,8.2961,8.6847,8.9356,8.5246,8.4184,8.4885,8.7489,9.1163,9.2924,9.3991,9.7476,9.7449,9.9898,0.005295491,2.397254719,620,1694,1157,1
GM6440.LOC675813.RPS20,7.4349,7.8683,7.8543,7.9831,7.8278,6.5451,9.1204,8.4756,8.7633,8.04,8.0219,7.7612,7.9694,7.3842,7.6685,0.029130294,2.14141482,1862,2150,2006,6
GM7899.HSPA8.LOC624853.LOC641192,9.8567,9.9762,10.0411,8.9355,8.8717,8.9112,8.4984,8.623,8.6779,8.4547,8.8421,8.2769,7.4231,6.6739,7.8322,0.042325958,2.304881201,2134,1843,1988.5,3
GM8350,6.4991,6.3821,6.2217,5.0021,4.8003,4.7353,5.7316,5.4428,5.4921,4.8474,4.7512,4.5474,4.9433,4.849,4.849,0.008710166,1.697102566,970,2756,1863,3
GM8369,11.3535,11.1886,11.1527,11.0327,10.6601,10.3667,11.3512,10.8873,11.1926,10.5742,10.7645,10.7131,10.132,9.8389,10.0505,0.009402083,2.208072247,1051,2023,1537,8
GM885,6.8254,6.4865,6.6075,4.9469,6.9267,7.169,6.0961,7.3462,5.4711,6.9173,4.3923,6.7716,7.2487,8.0894,6.9335,0.388964764,2.191145438,2996,2048,2522,10
GM9790.HIGD1A.LOC100045763,9.3274,9.2093,9.384,10.6877,10.7543,10.5244,10.9207,10.9365,10.9992,11.2089,11.2886,11.3366,11.3555,11.4252,11.4749,0.005036638,1.382282066,576,2981,1778.5,2
GM9861.LITAF,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,5.0495,5.7873,6.3721,6.2605,6.5769,6.4635,7.0636,0.010353448,4.360834997,1143,539,841,1
GM9958,6.285,5.8752,5.8838,7.2133,7.2625,6.8569,7.2916,6.6678,6.7917,6.0761,5.7717,5.675,5.4147,5.643,5.997,0.022970061,2.242062008,1667,1949,1808,5
GMEB2,7.5587,6.976,7.1492,8.2873,8.5756,7.7022,7.7724,7.6536,8.2629,8.6336,9.0332,8.9866,9.3903,9.2874,9.725,0.011889226,2.954078014,1246,1116,1181,2
GNAI1,4.6935,4.5597,4.5208,4.3923,4.3923,4.6156,5.4469,6.6468,5.8143,5.5893,4.8785,5.0866,4.3923,5.0349,4.8365,0.101597026,2.004630723,2672,2567,2619.5,6
GNAT1,4.3923,4.4869,4.3923,5.238,4.3923,4.3923,6.9147,5.5507,5.5042,5.115,4.3923,4.3923,4.3923,4.3923,4.3923,0.060208515,2.29362442,2366,1863,2114.5,6
GNB5,5.6425,5.6106,5.6901,5.2626,5.2728,5.1908,5.5608,5.6063,5.605,6.7345,7.1163,6.6455,6.385,5.9772,6.8232,0.027269749,2.212741966,1802,2014,1908,1
GNG11,5.6734,5.4936,5.771,5.7421,5.757,5.4656,4.9224,4.5103,4.5625,5.8407,5.0903,6.3394,7.2545,7.5085,7.0438,0.010441582,6.288425513,1144,273,708.5,10
GNG12,5.6744,6.1675,5.8491,6.3273,6.9635,8.4396,7.5206,8.6689,7.9344,7.2528,7.102,6.2931,7.0156,5.809,5.7806,0.075321475,3.505328138,2492,811,1651.5,6
GNG3,5.0807,5.2744,5.7724,6.921,6.4309,6.7106,5.348,5.3335,6.2305,6.7101,7.311,6.9979,6.9495,6.4261,6.8963,0.04175437,2.535761016,2127,1521,1824,10
GOLGA7,10.3923,10.3105,10.2125,10.187,10.1964,10.279,10.1943,10.1326,10.0653,10.6766,10.6894,10.5344,10.7491,10.6876,10.7747,0.003693225,1.522414548,407,2889,1648,1
GOLM1,10.6463,10.3943,10.5573,9.417,9.6385,9.4955,9.6602,9.6325,9.2355,8.7704,7.9116,8.098,7.9389,8.6513,8.299,0.029212149,2.322341166,1869,1816,1842.5,3
GPATCH4,11.4525,11.3265,11.388,9.4148,9.696,9.4386,9.423,9.842,9.8174,8.4433,8.3736,9.1217,9.1252,9.7859,9.2629,0.069204716,2.028999274,2438,2479,2458.5,3
GPC1,7.6817,7.8723,7.6333,8.6174,8.4503,8.7617,9.1679,8.8879,8.7616,8.4789,8.3624,7.863,8.0674,7.412,7.222,0.034533208,2.530472818,1997,1525,1761,5
GPD1L,8.7958,9.1359,8.8915,8.8999,9.4487,9.5502,9.617,9.8582,9.4705,9.1967,8.9588,8.6104,8.2061,8.3211,8.6713,0.019392254,2.372804205,1550,1735,1642.5,4
GPD2,9.5771,9.5036,9.6818,9.1521,9.6774,9.813,8.8754,8.9099,9.9747,11.243,11.561,11.5912,11.9498,11.5622,11.7688,0.007535359,5.356815169,834,367,600.5,1
GPLD1,8.4485,8.4295,8.3144,6.2036,6.3285,6.0583,7.4153,7.4695,7.4296,9.753,9.7054,9.7128,8.8095,8.7563,8.9183,4.89E-05,4.890150528,5,438,221.5,1
GPM6B,4.7503,4.817,5.1343,8.9748,9.0843,9.5351,6.3726,8.7159,9.1668,10.7424,11.0666,10.9893,10.3052,9.9233,10.319,0.008882349,4.843810455,983,450,716.5,2
GPR114,9.9848,9.5002,9.8605,6.773,8.0432,8.3377,9.5664,9.9024,9.5603,8.3178,7.8081,7.7526,7.4485,7.9411,7.92,0.005230646,3.393692081,609,853,731,3
GPR132,9.5868,9.8465,9.7473,8.9962,8.3787,8.6996,9.4024,9.2789,9.9004,8.131,9.1213,8.6389,8.3953,7.7664,8.5973,0.074484627,2.012897498,2487,2543,2515,3
GPR137B,5.6721,5.5835,5.0604,5.1523,6.9603,7.9549,7.5769,8.7178,8.0426,7.3348,7.1109,6.7631,6.7027,6.6504,6.7511,0.038169019,2.546264044,2063,1508,1785.5,6
GPR137B.GPR137B.PS.LOC100044979,5.6958,5.4037,5.4237,7.1882,8.4785,9.7066,9.1639,10.2077,9.7572,8.0321,7.5129,7.8632,8.7926,8.8131,7.9788,0.027870131,3.728417155,1818,728,1273,5
GPR137B.PS,5.708,5.5973,6.0044,7.0294,8.4229,9.5743,9.1699,10.1423,9.6612,7.7936,6.3101,7.8659,8.7058,8.8558,7.988,0.046990779,3.661342058,2206,750,1478,5
GPR146,8.9447,9.193,9.0802,8.3239,7.8399,7.2719,9.2886,8.5646,8.6276,8.0832,7.8127,7.1168,6.8541,6.4567,6.8494,0.016627794,3.451333278,1439,827,1133,3
GPR15,5.1673,4.7855,5.1545,6.052,6.7258,6.5056,6.5735,6.699,6.0248,5.6552,4.3923,4.3923,4.3923,4.3923,4.3923,0.025313099,4.354154288,1756,543,1149.5,5
GPR155,6.6772,6.4016,6.5404,7.6516,7.7376,8.1188,7.6862,7.5209,7.0056,5.9359,4.3923,4.3923,4.3923,4.3923,4.3923,0.013240268,8.585261185,1305,154,729.5,4
GPR160,4.8239,5.107,4.9917,5.1735,6.4453,4.3923,4.3923,4.3923,6.4434,8.4314,8.8937,8.8169,8.8527,8.7838,9.2878,0.01126776,12.1012024,1200,72,636,1
GPR174,6.071,6.6009,6.4137,7.1157,7.3406,7.2249,6.8237,6.6676,6.6707,7.1986,7.4209,7.2825,7.4307,7.3002,7.3714,0.006135333,1.570088436,704,2852,1778,2
GPR177,7.5623,7.2976,7.138,6.9256,6.7404,6.5885,5.425,6.465,7.5157,8.6773,8.9808,9.1982,9.1016,8.9624,9.1158,0.010049322,5.139445705,1127,403,765,1
GPR18,10.4242,10.5784,10.5576,10.1286,10.105,9.8575,10.8091,10.5819,10.5267,10.0617,9.8053,9.8708,8.1632,8.7021,8.2945,0.002347374,4.732390561,240,465,352.5,4
GPR183,9.1371,9.4163,9.4694,10.6995,10.1605,10.5377,11.0716,10.8881,11.1093,11.0021,11.263,11.0503,10.2031,9.4842,9.8726,0.011176622,2.297212038,1194,1854,1524,6
GPR25,4.6383,4.803,4.7023,4.3923,4.5044,5.8192,6.4398,7.9529,6.8679,6.8051,5.9479,5.9072,4.3923,5.8258,5.8361,0.136629363,2.07830096,2805,2329,2567,6
GPR56,4.6954,4.7497,4.9911,5.2822,5.9631,5.1538,4.6979,5.1733,4.6649,4.4158,4.3923,5.6446,7.8751,8.1824,7.8753,0.002192453,8.969281344,220,144,182,7
GPR65,9.9769,10.114,9.9267,8.7291,9.081,8.8039,9.3793,9.3891,9.1624,10.3676,10.3728,10.0765,10.3334,10.3208,10.5948,0.005972427,1.985327401,686,2588,1637,1
GPR84,5.1401,5.4071,5.0841,4.9301,4.7737,4.9394,4.8091,4.726,4.7865,4.3923,4.3923,4.7394,5.6441,5.9223,5.0779,0.038189233,2.15224531,2064,2126,2095,7
GPR97,5.0249,4.757,4.7883,4.4089,4.3923,4.3923,4.3923,4.3923,4.7647,5.1633,5.8625,4.8058,6.7308,6.2725,6.9197,0.0152127,4.556674853,1372,503,937.5,1
GPT2,4.9641,4.9551,4.8606,6.8015,6.7857,7.0425,5.7207,5.766,6.0262,6.1726,6.8967,6.2569,7.4855,7.6551,6.713,0.04175437,2.850606198,2128,1203,1665.5,2
GPX1,11.6412,11.5225,11.6534,12.135,12.1376,12.5379,11.9065,12.304,12.1849,10.776,10.943,10.9361,11.4185,11.1365,10.9938,0.007735987,2.377031988,848,1729,1288.5,4
GPX2,6.3121,6.4279,6.4448,5.6966,5.8262,5.5875,5.9687,6.0819,6.1604,4.9346,4.7915,5.4426,5.7229,6.0753,5.8147,0.024407245,2.013732515,1721,2540,2130.5,3
GRAMD1A,10.7936,10.4866,10.6042,8.6645,8.6056,8.2429,9.4981,9.2433,9.2037,9.0955,8.9939,8.9726,8.489,8.6081,8.6311,0.008903521,1.554584094,991,2858,1924.5,3
GRAMD1B,8.7028,8.735,8.5882,8.4324,8.6063,8.2661,8.5398,8.6173,8.6458,9.1616,9.2763,9.1343,8.063,8.01,8.5322,0.0095128,1.962848609,1069,2594,1831.5,8
GRAMD3,11.6655,11.5236,11.6401,10.4276,10.0819,9.6823,12.0216,11.5819,11.6685,10.8604,10.5699,10.6186,10.0829,9.9698,9.7393,0.003693225,3.248455301,411,936,673.5,8
GRAMD4,10.8577,10.5474,10.6409,9.3802,9.7425,9.142,9.6592,9.8246,9.9275,8.4345,8.7871,8.8624,7.7348,8.2556,8.9838,0.017671139,2.628483164,1472,1402,1437,3
GRAP2,9.7694,10.1672,9.9619,9.5765,9.5624,9.5264,9.6337,9.2179,9.248,9.1614,8.9374,8.7913,8.394,8.1891,8.1676,0.011917298,2.087141201,1249,2301,1775,4
GRB10,4.8862,4.9148,4.8098,4.4356,4.3923,4.3923,4.426,4.3923,5.7304,6.6145,6.8806,7.6636,6.0562,6.3248,5.7447,0.039799157,4.488455836,2095,518,1306.5,1
GREM1,4.3923,4.3923,4.3923,4.3923,4.3923,4.5767,4.8461,4.3923,4.7589,5.2339,5.9275,5.1168,7.0318,5.8726,5.4131,0.114699906,2.208702618,2738,2022,2380,1
GRIA3,5.1205,5.1242,5.4888,6.1619,6.4973,7.7018,5.4546,6.9561,5.6874,5.0736,4.3923,4.3923,5.3698,4.3923,4.3923,0.114916872,2.52669164,2739,1528,2133.5,5
GRIT,6.1139,6.4567,6.2835,4.9472,5.1559,5.8916,5.8598,7.1024,6.509,5.7428,5.4804,5.4027,5.3736,5.4776,5.3513,0.069316874,2.226353107,2439,1987,2213,3
GRK5,5.5273,5.6724,5.417,6.523,6.485,7.1548,6.6036,7.0704,7.1136,7.4712,7.5119,7.8286,8.6808,8.6837,8.4672,0.003657248,3.068749318,401,1028,714.5,2
GRLF1,6.2709,6.395,6.4629,5.5785,5.7553,5.4634,6.4951,6.5263,6.5266,6.4291,6.4789,6.5037,5.5411,5.6636,5.8313,0.001661506,1.796217812,148,2696,1422,8
GRN,9.7748,9.4668,9.5566,10.9811,11.3725,11.8185,11.716,12.6128,12.478,10.057,10.5842,11.1447,11.293,11.5486,11.2661,0.039440332,3.153379602,2083,987,1535,5
GRP,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,5.754,7.4166,7.5182,8.0083,7.499,7.1941,6.1767,0.024955863,6.546972864,1740,261,1000.5,1
GSG2,6.597,6.6583,6.7021,8.0249,7.8086,7.5025,6.5541,5.9109,6.8955,6.1889,6.5881,7.2511,7.6115,7.791,7.5647,0.051835718,2.092810466,2265,2284,2274.5,7
GSN,8.6073,8.7958,8.5077,9.1,9.5494,10.552,9.6388,10.6723,10.1532,9.1658,8.6601,8.4841,9.2076,8.9241,8.4182,0.047874445,2.67232291,2219,1356,1787.5,5
GSTA4,5.414,5.251,5.4988,5.0816,4.3923,4.74,6.2543,5.7147,6.3903,4.3923,5.1296,4.8736,6.1537,5.1224,4.8469,0.106571749,2.547721091,2699,1506,2102.5,6
GSTK1,7.7469,7.1592,7.5622,7.9802,8.2283,8.3563,8.0967,8.3201,8.1712,8.3812,8.5203,8.2946,6.8709,6.4979,7.2998,0.006704612,2.794575096,761,1252,1006.5,8
GSTM5,4.3923,4.4564,4.3923,4.3923,4.3923,4.4471,4.3923,4.3923,6.8453,7.5569,8.3828,8.284,9.4215,9.0195,9.2132,0.008329816,11.65848129,906,80,493,1
GSTO1,6.5832,5.9907,6.028,8.8205,8.6078,9.0429,8.9347,8.9724,8.9811,9.2951,9.2826,9.3976,10.0198,9.8647,9.7794,0.002339834,1.857843212,237,2651,1444,2
GSTT1,5.7798,6.1346,6.1476,6.1979,5.84,6.2701,5.8737,6.5117,7.0104,7.2328,7.8055,7.6194,6.9832,6.4753,7.0699,0.096547545,2.058533963,2644,2391,2517.5,1
GSTT3,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.833,5.6518,6.0688,6.267,5.8118,5.7863,5.963,0.009285273,2.83567703,1031,1216,1123.5,1
GSTZ1,6.2882,6.1716,6.2394,5.4628,5.1543,5.978,5.7651,6.2274,6.5416,6.3681,7.005,6.6162,5.5695,4.3923,5.5527,0.072851765,2.113584349,2473,2229,2351,8
GTF2I,11.9099,11.7682,11.7935,11.4231,11.4133,10.6856,11.9212,11.2713,11.3424,11.0671,10.579,10.7953,9.4768,10.3052,10.1269,0.028911173,2.323298656,1852,1811,1831.5,4
GTF2IRD1,6.3542,6.1083,6.4177,6.1623,6.6469,6.1439,5.6767,5.8022,5.4261,6.5767,6.0364,6.7391,6.9395,7.3135,7.0882,0.014855151,2.693285389,1357,1334,1345.5,1
GTPBP3,7.2709,7.2327,7.1351,7.7612,7.5189,7.104,6.5873,5.2886,5.9407,5.9902,4.9128,6.7182,7.2708,7.7454,7.0367,0.09304506,2.539207136,2622,1515,2068.5,7
GUCY1A3,5.4404,5.2055,5.0455,6.6869,7.4583,6.5821,5.0092,6.1735,6.4761,6.8493,6.9312,7.6678,4.4482,4.9957,4.7709,0.027140646,4.602193248,1797,491,1144,5
GUF1,6.7638,6.5774,6.3791,4.9812,5.6065,5.1895,4.969,5.3087,5.6858,6.1354,6.4936,6.7453,6.511,6.4718,6.8007,0.022413973,2.334701145,1648,1791,1719.5,9
GYPC,7.9426,7.605,7.6991,8.9258,8.5398,8.4904,9.7968,9.2365,9.3717,9.765,9.8165,9.5149,8.29,7.685,8.1751,0.009402083,3.01711132,1050,1064,1057,6
GZMA,4.3923,4.3923,4.3923,11.8172,11.8156,12.4414,10.1677,11.0309,10.6348,7.0117,8.3906,4.3923,10.8279,9.7304,9.6508,0.055319685,10.00642039,2315,109,1212,5
GZMC,4.3923,4.3923,4.3923,7.5285,4.3923,8.0828,8.5234,8.3355,8.618,9.5005,8.7566,10.2549,12.4076,12.4759,12.1796,0.001470308,14.58641009,129,52,90.5,2
GZMD,4.3923,4.3923,4.3923,4.3923,4.3923,5.5927,6.5845,5.8068,8.3718,10.4739,10.7183,10.7736,12.5325,12.445,12.3989,0.000288858,35.189117,13,9,11,1
GZMD.GZME,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,8.6288,10.5653,10.9926,11.1358,11.9187,11.8185,11.9315,0.001547047,26.18327974,139,20,79.5,1
GZME,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,8.2222,10.178,10.6239,10.7034,11.7204,11.6083,11.7277,0.001044995,29.27724699,86,15,50.5,1
GZMF,4.6289,4.6405,4.6799,4.3923,4.3923,4.3923,4.3923,6.481,9.7349,11.6998,12.0738,12.0594,13.579,13.4661,13.5061,0.000549144,36.67262702,28,6,17,1
GZMG,4.7199,4.5412,4.3923,5.6801,4.3923,6.902,7.1756,6.0594,6.4169,6.3703,4.3923,7.6724,11.491,11.4912,11.2405,0.000862348,27.82955877,53,17,35,1
GZMM,5.4068,5.2668,4.8894,8.7776,8.3268,8.3759,8.1652,7.0796,7.4343,6.9508,6.9156,6.4863,6.5319,5.3521,4.4123,0.077731453,3.905006769,2508,665,1586.5,5
H2.AA,5.5272,5.4988,5.6011,12.707,12.8279,13.3357,9.6909,11.7115,10.5355,8.8182,4.3923,6.5849,11.0315,10.3052,7.9875,0.120723175,10.01322081,2760,108,1434,5
H2.AB1,5.5512,5.5285,5.7237,12.6096,12.569,13.1479,9.2999,11.2249,10.0981,9.0723,8.0078,6.0744,11.0325,10.2598,8.4993,0.180589975,4.778320283,2906,460,1683,5
H2.D1.H2.T18.H2.T3.LOC674370,6.0345,6.3873,6.1928,5.2553,5.5711,4.8233,6.1324,5.7846,5.5927,5.3924,4.6739,4.9884,4.3923,4.7087,4.3923,0.022413973,2.617554089,1649,1411,1530,3
H2.DMB1.H2.DMB2,5.7996,5.5158,5.6648,10.1768,10.0932,11.1631,4.3923,8.9808,6.7089,4.3923,5.3499,4.3923,8.9777,5.2124,4.3923,0.546185303,5.180722388,3024,397,1710.5,5
H2.EA,5.4389,6.1519,5.8821,12.2773,12.428,12.9045,9.9039,11.5168,10.5947,8.7141,4.3923,4.3923,10.092,9.4353,7.1061,0.09678315,11.8352234,2647,76,1361.5,5
H2.EB1,6.4231,6.9297,6.3628,12.4789,12.5179,13.0859,6.745,10.8036,8.8333,7.4295,4.3923,4.3923,10.2108,8.3027,4.3923,0.355767767,11.10663367,2986,91,1538.5,5
H2.OA,8.3671,8.0839,8.2558,10.4043,10.0931,10.4481,9.3837,9.0511,9.2434,8.9887,9.4045,8.7248,8.5815,6.6776,7.4168,0.074349241,2.7575415,2486,1276,1881,5
H2.OB,9.3643,9.2392,8.9101,8.9827,8.6317,9.0747,7.8886,6.7245,6.3091,5.4721,4.3923,4.3923,6.2156,4.75,4.5056,0.082437375,5.024764778,2551,419,1485,4
H2.Q5,8.0859,7.9904,7.9932,8.0247,7.7653,7.6317,8.5641,8.21,8.3528,8.6472,8.6231,8.6216,9.1184,9.1291,9.0644,0.005070002,1.65053054,579,2789,1684,1
H2.T24,9.5343,9.9663,9.9784,10.2856,10.1246,10.3133,9.4388,9.963,10.2522,7.5408,8.9425,9.1096,9.2133,8.5964,9.0431,0.105061023,2.03059952,2692,2476,2584,4
H28,4.3923,4.3923,4.3983,7.4508,7.7926,9.1581,5.2331,8.0986,6.4354,5.885,4.3923,4.3923,6.9043,4.3923,4.3923,0.390118976,4.029228305,2997,630,1813.5,5
H3F3A,7.254,7.2242,7.355,7.2337,7.3268,7.266,7.6902,7.6781,7.6189,6.681,6.0808,6.9306,7.0447,7.4592,6.708,0.047309076,2.005732925,2213,2566,2389.5,3
H47,9.7523,9.6726,9.573,10.4501,10.5231,10.6394,11.1022,11.075,10.9727,10.636,10.5566,10.5648,10.6114,10.5227,10.5301,0.003312514,1.410313846,362,2963,1662.5,6
